a_Gene_ID	Mirbase ID	species_ID	MSA_start	MSA_end	UTR_start	UTR_end	Group_num	Site_type	miRNA in this species	Group_type	Species_in_this_group	Species_in_this_group_with_this_site_type	ORF_overlap
transcript:ENSORLT00000028380	ola-miR-187-3p#FMORYLATM0298	8090	615	620	615	620	3353	6mer	x	6mer	8090		0
transcript:ENSORLT00000028278	ola-miR-187-3p#FMORYLATM0298	8090	1335	1340	1335	1340	3354	6mer	x	6mer	8090		0
transcript:ENSORLT00000028278	ola-miR-187-3p#FMORYLATM0298	8090	3632	3638	3632	3638	3355	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000036028	ola-miR-187-3p#FMORYLATM0298	8090	1335	1340	1335	1340	3356	6mer	x	6mer	8090		0
transcript:ENSORLT00000036028	ola-miR-187-3p#FMORYLATM0298	8090	3632	3638	3632	3638	3357	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000000313	ola-miR-187-3p#FMORYLATM0298	8090	885	890	885	890	3358	6mer	x	6mer	8090		0
transcript:ENSORLT00000030089	ola-miR-187-3p#FMORYLATM0298	8090	496	501	496	501	3359	6mer	x	6mer	8090		0
transcript:ENSORLT00000036353	ola-miR-187-3p#FMORYLATM0298	8090	496	501	496	501	3360	6mer	x	6mer	8090		0
transcript:ENSORLT00000000649	ola-miR-187-3p#FMORYLATM0298	8090	1758	1763	1758	1763	3361	6mer	x	6mer	8090		0
transcript:ENSORLT00000033059	ola-miR-187-3p#FMORYLATM0298	8090	1758	1763	1758	1763	3362	6mer	x	6mer	8090		0
transcript:ENSORLT00000044281	ola-miR-187-3p#FMORYLATM0298	8090	1758	1763	1758	1763	3363	6mer	x	6mer	8090		0
transcript:ENSORLT00000028775	ola-miR-187-3p#FMORYLATM0298	8090	2485	2490	2485	2490	3364	6mer	x	6mer	8090		0
transcript:ENSORLT00000036280	ola-miR-187-3p#FMORYLATM0298	8090	2485	2490	2485	2490	3365	6mer	x	6mer	8090		0
transcript:ENSORLT00000036189	ola-miR-187-3p#FMORYLATM0298	8090	4054	4060	4054	4060	3366	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000044378	ola-miR-187-3p#FMORYLATM0298	8090	4054	4060	4054	4060	3367	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000030759	ola-miR-187-3p#FMORYLATM0298	8090	1772	1778	1772	1778	3368	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000035120	ola-miR-187-3p#FMORYLATM0298	8090	1772	1778	1772	1778	3369	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000033217	ola-miR-187-3p#FMORYLATM0298	8090	2020	2025	2020	2025	3370	6mer	x	6mer	8090		0
transcript:ENSORLT00000027529	ola-miR-187-3p#FMORYLATM0298	8090	3508	3513	3508	3513	3371	6mer	x	6mer	8090		0
transcript:ENSORLT00000041231	ola-miR-187-3p#FMORYLATM0298	8090	1136	1141	1136	1141	3372	6mer	x	6mer	8090		0
transcript:ENSORLT00000041231	ola-miR-187-3p#FMORYLATM0298	8090	1844	1849	1844	1849	3373	6mer	x	6mer	8090		0
transcript:ENSORLT00000041231	ola-miR-187-3p#FMORYLATM0298	8090	382	387	382	387	3374	6mer	x	6mer	8090		0
transcript:ENSORLT00000039799	ola-miR-187-3p#FMORYLATM0298	8090	1649	1655	1649	1655	3375	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000042850	ola-miR-187-3p#FMORYLATM0298	8090	1649	1655	1649	1655	3376	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000032200	ola-miR-187-3p#FMORYLATM0298	8090	347	353	347	353	3377	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000032559	ola-miR-187-3p#FMORYLATM0298	8090	347	353	347	353	3378	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000042263	ola-miR-187-3p#FMORYLATM0298	8090	49	54	49	54	3379	6mer	x	6mer	8090		0
transcript:ENSORLT00000001957	ola-miR-187-3p#FMORYLATM0298	8090	603	608	603	608	3380	6mer	x	6mer	8090		0
transcript:ENSORLT00000002055	ola-miR-187-3p#FMORYLATM0298	8090	1352	1357	1352	1357	3381	6mer	x	6mer	8090		0
transcript:ENSORLT00000041990	ola-miR-187-3p#FMORYLATM0298	8090	2297	2302	2297	2302	3382	6mer	x	6mer	8090		0
transcript:ENSORLT00000031100	ola-miR-187-3p#FMORYLATM0298	8090	1051	1057	1051	1057	3383	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000002470	ola-miR-187-3p#FMORYLATM0298	8090	3098	3103	3098	3103	3384	6mer	x	6mer	8090		0
transcript:ENSORLT00000030598	ola-miR-187-3p#FMORYLATM0298	8090	3098	3103	3098	3103	3385	6mer	x	6mer	8090		0
transcript:ENSORLT00000030612	ola-miR-187-3p#FMORYLATM0298	8090	3098	3103	3098	3103	3386	6mer	x	6mer	8090		0
transcript:ENSORLT00000038578	ola-miR-187-3p#FMORYLATM0298	8090	3098	3103	3098	3103	3387	6mer	x	6mer	8090		0
transcript:ENSORLT00000002637	ola-miR-187-3p#FMORYLATM0298	8090	1450	1456	1450	1456	3388	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000030757	ola-miR-187-3p#FMORYLATM0298	8090	1450	1456	1450	1456	3389	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000039085	ola-miR-187-3p#FMORYLATM0298	8090	103	108	103	108	3390	6mer	x	6mer	8090		0
transcript:ENSORLT00000028120	ola-miR-187-3p#FMORYLATM0298	8090	2607	2613	2607	2613	3391	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000028120	ola-miR-187-3p#FMORYLATM0298	8090	3211	3217	3211	3217	3392	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000002953	ola-miR-187-3p#FMORYLATM0298	8090	287	293	287	293	3393	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000037605	ola-miR-187-3p#FMORYLATM0298	8090	287	293	287	293	3394	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000034734	ola-miR-187-3p#FMORYLATM0298	8090	607	613	607	613	3395	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000037069	ola-miR-187-3p#FMORYLATM0298	8090	607	613	607	613	3396	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000046133	ola-miR-187-3p#FMORYLATM0298	8090	607	613	607	613	3397	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000002994	ola-miR-187-3p#FMORYLATM0298	8090	1695	1701	1695	1701	3398	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000002994	ola-miR-187-3p#FMORYLATM0298	8090	760	766	760	766	3399	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000035769	ola-miR-187-3p#FMORYLATM0298	8090	1695	1701	1695	1701	3400	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000035769	ola-miR-187-3p#FMORYLATM0298	8090	760	766	760	766	3401	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000029556	ola-miR-187-3p#FMORYLATM0298	8090	2126	2132	2126	2132	3402	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000003304	ola-miR-187-3p#FMORYLATM0298	8090	154	159	154	159	3403	6mer	x	6mer	8090		0
transcript:ENSORLT00000003539	ola-miR-187-3p#FMORYLATM0298	8090	1244	1250	1244	1250	3404	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000040235	ola-miR-187-3p#FMORYLATM0298	8090	1244	1250	1244	1250	3405	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000039778	ola-miR-187-3p#FMORYLATM0298	8090	2200	2206	2200	2206	3406	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000028753	ola-miR-187-3p#FMORYLATM0298	8090	2776	2781	2776	2781	3407	6mer	x	6mer	8090		0
transcript:ENSORLT00000004790	ola-miR-187-3p#FMORYLATM0298	8090	513	519	513	519	3408	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000004934	ola-miR-187-3p#FMORYLATM0298	8090	86	92	86	92	3409	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000005292	ola-miR-187-3p#FMORYLATM0298	8090	54	60	54	60	3410	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000029805	ola-miR-187-3p#FMORYLATM0298	8090	1160	1167	1160	1167	3411	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000032639	ola-miR-187-3p#FMORYLATM0298	8090	373	379	373	379	3412	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000032769	ola-miR-187-3p#FMORYLATM0298	8090	373	379	373	379	3413	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000043173	ola-miR-187-3p#FMORYLATM0298	8090	495	501	495	501	3414	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000033114	ola-miR-187-3p#FMORYLATM0298	8090	842	847	842	847	3415	6mer	x	6mer	8090		0
transcript:ENSORLT00000046822	ola-miR-187-3p#FMORYLATM0298	8090	3989	3995	3989	3995	3416	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000029769	ola-miR-187-3p#FMORYLATM0298	8090	3029	3034	3029	3034	3417	6mer	x	6mer	8090		0
transcript:ENSORLT00000006183	ola-miR-187-3p#FMORYLATM0298	8090	3058	3063	3058	3063	3418	6mer	x	6mer	8090		0
transcript:ENSORLT00000046241	ola-miR-187-3p#FMORYLATM0298	8090	3058	3063	3058	3063	3419	6mer	x	6mer	8090		0
transcript:ENSORLT00000046435	ola-miR-187-3p#FMORYLATM0298	8090	3058	3063	3058	3063	3420	6mer	x	6mer	8090		0
transcript:ENSORLT00000031804	ola-miR-187-3p#FMORYLATM0298	8090	659	665	659	665	3421	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000032329	ola-miR-187-3p#FMORYLATM0298	8090	3601	3606	3601	3606	3422	6mer	x	6mer	8090		0
transcript:ENSORLT00000042344	ola-miR-187-3p#FMORYLATM0298	8090	2764	2769	2764	2769	3423	6mer	x	6mer	8090		0
transcript:ENSORLT00000006521	ola-miR-187-3p#FMORYLATM0298	8090	4063	4068	4063	4068	3424	6mer	x	6mer	8090		0
transcript:ENSORLT00000037324	ola-miR-187-3p#FMORYLATM0298	8090	4063	4068	4063	4068	3425	6mer	x	6mer	8090		0
transcript:ENSORLT00000041591	ola-miR-187-3p#FMORYLATM0298	8090	4063	4068	4063	4068	3426	6mer	x	6mer	8090		0
transcript:ENSORLT00000032530	ola-miR-187-3p#FMORYLATM0298	8090	1609	1615	1609	1615	3427	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000032530	ola-miR-187-3p#FMORYLATM0298	8090	966	971	966	971	3428	6mer	x	6mer	8090		0
transcript:ENSORLT00000030754	ola-miR-187-3p#FMORYLATM0298	8090	950	955	950	955	3429	6mer	x	6mer	8090		0
transcript:ENSORLT00000046981	ola-miR-187-3p#FMORYLATM0298	8090	636	641	636	641	3430	6mer	x	6mer	8090		0
transcript:ENSORLT00000037508	ola-miR-187-3p#FMORYLATM0298	8090	1713	1718	1713	1718	3431	6mer	x	6mer	8090		0
transcript:ENSORLT00000007186	ola-miR-187-3p#FMORYLATM0298	8090	1646	1652	1646	1652	3432	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000007186	ola-miR-187-3p#FMORYLATM0298	8090	1666	1671	1666	1671	3433	6mer	x	6mer	8090		0
transcript:ENSORLT00000034410	ola-miR-187-3p#FMORYLATM0298	8090	1646	1652	1646	1652	3434	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000034410	ola-miR-187-3p#FMORYLATM0298	8090	1666	1671	1666	1671	3435	6mer	x	6mer	8090		0
transcript:ENSORLT00000007453	ola-miR-187-3p#FMORYLATM0298	8090	3348	3354	3348	3354	3436	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000007453	ola-miR-187-3p#FMORYLATM0298	8090	3520	3526	3520	3526	3437	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000007559	ola-miR-187-3p#FMORYLATM0298	8090	693	698	693	698	3438	6mer	x	6mer	8090		0
transcript:ENSORLT00000007654	ola-miR-187-3p#FMORYLATM0298	8090	1220	1225	1220	1225	3439	6mer	x	6mer	8090		0
transcript:ENSORLT00000007740	ola-miR-187-3p#FMORYLATM0298	8090	2482	2488	2482	2488	3440	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000007744	ola-miR-187-3p#FMORYLATM0298	8090	2482	2488	2482	2488	3441	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000007777	ola-miR-187-3p#FMORYLATM0298	8090	495	501	495	501	3442	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000030074	ola-miR-187-3p#FMORYLATM0298	8090	1616	1621	1616	1621	3443	6mer	x	6mer	8090		0
transcript:ENSORLT00000009481	ola-miR-187-3p#FMORYLATM0298	8090	1223	1228	1223	1228	3444	6mer	x	6mer	8090		0
transcript:ENSORLT00000032963	ola-miR-187-3p#FMORYLATM0298	8090	339	344	339	344	3445	6mer	x	6mer	8090		0
transcript:ENSORLT00000042435	ola-miR-187-3p#FMORYLATM0298	8090	1913	1919	1913	1919	3446	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000046357	ola-miR-187-3p#FMORYLATM0298	8090	1913	1919	1913	1919	3447	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000009913	ola-miR-187-3p#FMORYLATM0298	8090	593	598	593	598	3448	6mer	x	6mer	8090		0
transcript:ENSORLT00000042150	ola-miR-187-3p#FMORYLATM0298	8090	1566	1572	1566	1572	3449	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000010200	ola-miR-187-3p#FMORYLATM0298	8090	1552	1558	1552	1558	3450	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000010205	ola-miR-187-3p#FMORYLATM0298	8090	1552	1558	1552	1558	3451	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000030234	ola-miR-187-3p#FMORYLATM0298	8090	935	940	935	940	3452	6mer	x	6mer	8090		0
transcript:ENSORLT00000035808	ola-miR-187-3p#FMORYLATM0298	8090	1314	1320	1314	1320	3453	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000028734	ola-miR-187-3p#FMORYLATM0298	8090	667	672	667	672	3454	6mer	x	6mer	8090		0
transcript:ENSORLT00000037635	ola-miR-187-3p#FMORYLATM0298	8090	667	672	667	672	3455	6mer	x	6mer	8090		0
transcript:ENSORLT00000036290	ola-miR-187-3p#FMORYLATM0298	8090	1283	1288	1283	1288	3456	6mer	x	6mer	8090		0
transcript:ENSORLT00000032081	ola-miR-187-3p#FMORYLATM0298	8090	1439	1444	1439	1444	3457	6mer	x	6mer	8090		0
transcript:ENSORLT00000029974	ola-miR-187-3p#FMORYLATM0298	8090	543	548	543	548	3458	6mer	x	6mer	8090		0
transcript:ENSORLT00000013861	ola-miR-187-3p#FMORYLATM0298	8090	1444	1450	1444	1450	3459	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000029634	ola-miR-187-3p#FMORYLATM0298	8090	1297	1302	1297	1302	3460	6mer	x	6mer	8090		0
transcript:ENSORLT00000031650	ola-miR-187-3p#FMORYLATM0298	8090	1297	1302	1297	1302	3461	6mer	x	6mer	8090		0
transcript:ENSORLT00000037876	ola-miR-187-3p#FMORYLATM0298	8090	1297	1302	1297	1302	3462	6mer	x	6mer	8090		0
transcript:ENSORLT00000040099	ola-miR-187-3p#FMORYLATM0298	8090	1297	1302	1297	1302	3463	6mer	x	6mer	8090		0
transcript:ENSORLT00000013998	ola-miR-187-3p#FMORYLATM0298	8090	1334	1339	1334	1339	3464	6mer	x	6mer	8090		0
transcript:ENSORLT00000028266	ola-miR-187-3p#FMORYLATM0298	8090	1334	1339	1334	1339	3465	6mer	x	6mer	8090		0
transcript:ENSORLT00000046762	ola-miR-187-3p#FMORYLATM0298	8090	1334	1339	1334	1339	3466	6mer	x	6mer	8090		0
transcript:ENSORLT00000014597	ola-miR-187-3p#FMORYLATM0298	8090	1650	1656	1650	1656	3467	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000046750	ola-miR-187-3p#FMORYLATM0298	8090	200	205	200	205	3468	6mer	x	6mer	8090		0
transcript:ENSORLT00000014868	ola-miR-187-3p#FMORYLATM0298	8090	2889	2895	2889	2895	3469	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000014937	ola-miR-187-3p#FMORYLATM0298	8090	1352	1358	1352	1358	3470	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000015196	ola-miR-187-3p#FMORYLATM0298	8090	3125	3131	3125	3131	3471	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000015196	ola-miR-187-3p#FMORYLATM0298	8090	62	67	62	67	3472	6mer	x	6mer	8090		0
transcript:ENSORLT00000029373	ola-miR-187-3p#FMORYLATM0298	8090	1817	1822	1817	1822	3473	6mer	x	6mer	8090		0
transcript:ENSORLT00000029373	ola-miR-187-3p#FMORYLATM0298	8090	831	836	831	836	3474	6mer	x	6mer	8090		0
transcript:ENSORLT00000038997	ola-miR-187-3p#FMORYLATM0298	8090	1948	1955	1948	1955	3475	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000016907	ola-miR-187-3p#FMORYLATM0298	8090	205	210	205	210	3476	6mer	x	6mer	8090		0
transcript:ENSORLT00000031572	ola-miR-187-3p#FMORYLATM0298	8090	163	168	163	168	3477	6mer	x	6mer	8090		0
transcript:ENSORLT00000016999	ola-miR-187-3p#FMORYLATM0298	8090	2361	2366	2361	2366	3478	6mer	x	6mer	8090		0
transcript:ENSORLT00000016994	ola-miR-187-3p#FMORYLATM0298	8090	2326	2331	2326	2331	3479	6mer	x	6mer	8090		0
transcript:ENSORLT00000034846	ola-miR-187-3p#FMORYLATM0298	8090	1779	1784	1779	1784	3480	6mer	x	6mer	8090		0
transcript:ENSORLT00000034846	ola-miR-187-3p#FMORYLATM0298	8090	2429	2435	2429	2435	3481	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000018095	ola-miR-187-3p#FMORYLATM0298	8090	2793	2799	2793	2799	3482	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000018095	ola-miR-187-3p#FMORYLATM0298	8090	4044	4049	4044	4049	3483	6mer	x	6mer	8090		0
transcript:ENSORLT00000035846	ola-miR-187-3p#FMORYLATM0298	8090	838	843	838	843	3484	6mer	x	6mer	8090		0
transcript:ENSORLT00000018592	ola-miR-187-3p#FMORYLATM0298	8090	945	951	945	951	3485	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000018726	ola-miR-187-3p#FMORYLATM0298	8090	130	136	130	136	3486	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000018837	ola-miR-187-3p#FMORYLATM0298	8090	1218	1223	1218	1223	3487	6mer	x	6mer	8090		0
transcript:ENSORLT00000041959	ola-miR-187-3p#FMORYLATM0298	8090	1880	1885	1880	1885	3488	6mer	x	6mer	8090		0
transcript:ENSORLT00000018929	ola-miR-187-3p#FMORYLATM0298	8090	1073	1078	1073	1078	3489	6mer	x	6mer	8090		0
transcript:ENSORLT00000018953	ola-miR-187-3p#FMORYLATM0298	8090	2907	2912	2907	2912	3490	6mer	x	6mer	8090		0
transcript:ENSORLT00000027426	ola-miR-187-3p#FMORYLATM0298	8090	1582	1587	1582	1587	3491	6mer	x	6mer	8090		0
transcript:ENSORLT00000040349	ola-miR-187-3p#FMORYLATM0298	8090	2208	2213	2208	2213	3492	6mer	x	6mer	8090		0
transcript:ENSORLT00000044334	ola-miR-187-3p#FMORYLATM0298	8090	2208	2213	2208	2213	3493	6mer	x	6mer	8090		0
transcript:ENSORLT00000029469	ola-miR-187-3p#FMORYLATM0298	8090	1641	1646	1641	1646	3494	6mer	x	6mer	8090		0
transcript:ENSORLT00000031274	ola-miR-187-3p#FMORYLATM0298	8090	1641	1646	1641	1646	3495	6mer	x	6mer	8090		0
transcript:ENSORLT00000038857	ola-miR-187-3p#FMORYLATM0298	8090	1641	1646	1641	1646	3496	6mer	x	6mer	8090		0
transcript:ENSORLT00000045596	ola-miR-187-3p#FMORYLATM0298	8090	1641	1646	1641	1646	3497	6mer	x	6mer	8090		0
transcript:ENSORLT00000044929	ola-miR-187-3p#FMORYLATM0298	8090	667	673	667	673	3498	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000019972	ola-miR-187-3p#FMORYLATM0298	8090	2150	2155	2150	2155	3499	6mer	x	6mer	8090		0
transcript:ENSORLT00000029548	ola-miR-187-3p#FMORYLATM0298	8090	2150	2155	2150	2155	3500	6mer	x	6mer	8090		0
transcript:ENSORLT00000043916	ola-miR-187-3p#FMORYLATM0298	8090	660	665	660	665	3501	6mer	x	6mer	8090		0
transcript:ENSORLT00000020036	ola-miR-187-3p#FMORYLATM0298	8090	443	448	443	448	3502	6mer	x	6mer	8090		0
transcript:ENSORLT00000031673	ola-miR-187-3p#FMORYLATM0298	8090	29	35	29	35	3503	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000020291	ola-miR-187-3p#FMORYLATM0298	8090	1093	1098	1093	1098	3504	6mer	x	6mer	8090		0
transcript:ENSORLT00000020291	ola-miR-187-3p#FMORYLATM0298	8090	2728	2733	2728	2733	3505	6mer	x	6mer	8090		0
transcript:ENSORLT00000033684	ola-miR-187-3p#FMORYLATM0298	8090	1093	1098	1093	1098	3506	6mer	x	6mer	8090		0
transcript:ENSORLT00000033684	ola-miR-187-3p#FMORYLATM0298	8090	2728	2733	2728	2733	3507	6mer	x	6mer	8090		0
transcript:ENSORLT00000039666	ola-miR-187-3p#FMORYLATM0298	8090	1093	1098	1093	1098	3508	6mer	x	6mer	8090		0
transcript:ENSORLT00000039666	ola-miR-187-3p#FMORYLATM0298	8090	2728	2733	2728	2733	3509	6mer	x	6mer	8090		0
transcript:ENSORLT00000020626	ola-miR-187-3p#FMORYLATM0298	8090	1325	1331	1325	1331	3510	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000028025	ola-miR-187-3p#FMORYLATM0298	8090	1528	1534	1528	1534	3511	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000031415	ola-miR-187-3p#FMORYLATM0298	8090	1528	1534	1528	1534	3512	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000031843	ola-miR-187-3p#FMORYLATM0298	8090	1528	1534	1528	1534	3513	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000042046	ola-miR-187-3p#FMORYLATM0298	8090	1528	1534	1528	1534	3514	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000020817	ola-miR-187-3p#FMORYLATM0298	8090	34	40	34	40	3515	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000028858	ola-miR-187-3p#FMORYLATM0298	8090	1221	1227	1221	1227	3516	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000028858	ola-miR-187-3p#FMORYLATM0298	8090	1567	1572	1567	1572	3517	6mer	x	6mer	8090		0
transcript:ENSORLT00000031925	ola-miR-187-3p#FMORYLATM0298	8090	1221	1227	1221	1227	3518	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000031925	ola-miR-187-3p#FMORYLATM0298	8090	1567	1572	1567	1572	3519	6mer	x	6mer	8090		0
transcript:ENSORLT00000020856	ola-miR-187-3p#FMORYLATM0298	8090	29	34	29	34	3520	6mer	x	6mer	8090		0
transcript:ENSORLT00000031568	ola-miR-187-3p#FMORYLATM0298	8090	1472	1477	1472	1477	3521	6mer	x	6mer	8090		0
transcript:ENSORLT00000031568	ola-miR-187-3p#FMORYLATM0298	8090	2324	2330	2324	2330	3522	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000020954	ola-miR-187-3p#FMORYLATM0298	8090	397	402	397	402	3523	6mer	x	6mer	8090		0
transcript:ENSORLT00000032242	ola-miR-187-3p#FMORYLATM0298	8090	901	906	901	906	3524	6mer	x	6mer	8090		0
transcript:ENSORLT00000035456	ola-miR-187-3p#FMORYLATM0298	8090	95	102	95	102	3525	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000043828	ola-miR-187-3p#FMORYLATM0298	8090	95	102	95	102	3526	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000029244	ola-miR-187-3p#FMORYLATM0298	8090	1464	1469	1464	1469	3527	6mer	x	6mer	8090		0
transcript:ENSORLT00000042137	ola-miR-187-3p#FMORYLATM0298	8090	1464	1469	1464	1469	3528	6mer	x	6mer	8090		0
transcript:ENSORLT00000029599	ola-miR-187-3p#FMORYLATM0298	8090	1840	1845	1840	1845	3529	6mer	x	6mer	8090		0
transcript:ENSORLT00000029599	ola-miR-187-3p#FMORYLATM0298	8090	3464	3469	3464	3469	3530	6mer	x	6mer	8090		0
transcript:ENSORLT00000029599	ola-miR-187-3p#FMORYLATM0298	8090	3525	3530	3525	3530	3531	6mer	x	6mer	8090		0
transcript:ENSORLT00000044661	ola-miR-187-3p#FMORYLATM0298	8090	1617	1622	1617	1622	3532	6mer	x	6mer	8090		0
transcript:ENSORLT00000044661	ola-miR-187-3p#FMORYLATM0298	8090	3241	3246	3241	3246	3533	6mer	x	6mer	8090		0
transcript:ENSORLT00000044661	ola-miR-187-3p#FMORYLATM0298	8090	3302	3307	3302	3307	3534	6mer	x	6mer	8090		0
transcript:ENSORLT00000023012	ola-miR-187-3p#FMORYLATM0298	8090	1545	1551	1545	1551	3535	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000023020	ola-miR-187-3p#FMORYLATM0298	8090	1545	1551	1545	1551	3536	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000037542	ola-miR-187-3p#FMORYLATM0298	8090	220	225	220	225	3537	6mer	x	6mer	8090		0
transcript:ENSORLT00000037542	ola-miR-187-3p#FMORYLATM0298	8090	2259	2265	2259	2265	3538	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000025087	ola-miR-187-3p#FMORYLATM0298	8090	2050	2055	2050	2055	3539	6mer	x	6mer	8090		0
transcript:ENSORLT00000042579	ola-miR-187-3p#FMORYLATM0298	8090	673	678	673	678	3540	6mer	x	6mer	8090		0
transcript:ENSORLT00000034136	ola-miR-187-3p#FMORYLATM0298	8090	2021	2026	2021	2026	3541	6mer	x	6mer	8090		0
transcript:ENSORLT00000034136	ola-miR-187-3p#FMORYLATM0298	8090	505	511	505	511	3542	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000038239	ola-miR-187-3p#FMORYLATM0298	8090	610	615	610	615	3543	6mer	x	6mer	8090		0
transcript:ENSORLT00000043172	ola-miR-187-3p#FMORYLATM0298	8090	2307	2312	2307	2312	3544	6mer	x	6mer	8090		0
transcript:ENSORLT00000030469	ola-miR-187-3p#FMORYLATM0298	8090	2155	2160	2155	2160	3545	6mer	x	6mer	8090		0
transcript:ENSORLT00000030469	ola-miR-187-3p#FMORYLATM0298	8090	233	239	233	239	3546	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000030469	ola-miR-187-3p#FMORYLATM0298	8090	261	267	261	267	3547	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000030469	ola-miR-187-3p#FMORYLATM0298	8090	293	299	293	299	3548	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000027812	ola-miR-187-3p#FMORYLATM0298	8090	1129	1135	1129	1135	3549	7mer-1a	x	7mer-1a	8090		0
